university,universityLabel,totalStudents,undergradStudents,postgradStudents
http://www.wikidata.org/entity/Q1781384,Университет Теннеси в Чаттануге,10234,,
http://www.wikidata.org/entity/Q1781384,Университет Теннеси в Чаттануге,10286,,
http://www.wikidata.org/entity/Q1781394,Техасский университет в Далласе,28669,,
http://www.wikidata.org/entity/Q1782724,University of Central Arkansas,10335,,
http://www.wikidata.org/entity/Q1782926,Констфак,734,,
http://www.wikidata.org/entity/Q1783148,University of Alabama in Huntsville,9999,,
http://www.wikidata.org/entity/Q1783191,Янгстаунский государственный университет,8673,,
http://www.wikidata.org/entity/Q1783191,Янгстаунский государственный университет,11835,,
http://www.wikidata.org/entity/Q1783603,Университет Лонг-Айленда,10854,,
http://www.wikidata.org/entity/Q1786506,Институт Архитектуры Южной Калифорнии,481,,
http://www.wikidata.org/entity/Q1790193,Брестский государственный технический университет,5400,,
http://www.wikidata.org/entity/Q1795487,Университет Дрю,2229,,
http://www.wikidata.org/entity/Q1797817,Хэмптонский университет,3196,,
http://www.wikidata.org/entity/Q1797817,Хэмптонский университет,3516,,
http://www.wikidata.org/entity/Q1798894,Polytechnic University of Puerto Rico,4112,,
http://www.wikidata.org/entity/Q1799245,Shenandoah University,3285,,
http://www.wikidata.org/entity/Q1799245,Shenandoah University,4174,,
http://www.wikidata.org/entity/Q1798612,Университет Мерсера,9006,,
http://www.wikidata.org/entity/Q1798499,Юго-восточный университет Нова,20888,,
http://www.wikidata.org/entity/Q1799642,Slippery Rock University,8860,,
http://www.wikidata.org/entity/Q1805243,Университет штата имени Алкорна,3230,,
http://www.wikidata.org/entity/Q1805085,Чепменский университет,9281,,
http://www.wikidata.org/entity/Q1805085,Чепменский университет,9761,,
http://www.wikidata.org/entity/Q1809286,Университет Лоуренса,1500,,
http://www.wikidata.org/entity/Q1809286,Университет Лоуренса,1498,,
http://www.wikidata.org/entity/Q1809949,Лаппеэнрантский технологический университет,5700,,
http://www.wikidata.org/entity/Q1811567,Southwestern Oklahoma State University,4898,,
http://www.wikidata.org/entity/Q1813761,University of the Incarnate Word,6802,,
http://www.wikidata.org/entity/Q1813761,University of the Incarnate Word,7917,,
http://www.wikidata.org/entity/Q1814758,Virginia Union University,1516,,
http://www.wikidata.org/entity/Q1815994,Папский католический университет Сан-Паулу,34000,,
http://www.wikidata.org/entity/Q1816202,Вулверхэмптонский университет,24020,,
http://www.wikidata.org/entity/Q1816872,University of Gloucestershire,8745,,
http://www.wikidata.org/entity/Q1816905,Уэльский университет в Лампетере,9150,,
http://www.wikidata.org/entity/Q1817355,Национальный университет «Львовская политехника»,30000,,
http://www.wikidata.org/entity/Q1817686,Тройский университет,29580,,
http://www.wikidata.org/entity/Q1817686,Тройский университет,10949,,
http://www.wikidata.org/entity/Q1818020,Ливерпульский университет Хоуп,7885,,
http://www.wikidata.org/entity/Q2975783,Университет Наропы,855,,
http://www.wikidata.org/entity/Q2992101,Техасский университет Конкордия,2257,,
http://www.wikidata.org/entity/Q3042433,Открытый университет Каталонии,87000,,
http://www.wikidata.org/entity/Q3047150,Университет Бедфордшира,20000,,
http://www.wikidata.org/entity/Q3052113,Авиационный университет Эмбри–Риддла,13904,,
http://www.wikidata.org/entity/Q3052113,Авиационный университет Эмбри–Риддла,17764,,
http://www.wikidata.org/entity/Q3077040,Onomichi City University,1483,,
http://www.wikidata.org/entity/Q3086568,Международный университет имени Имама Хомейни,8800,,
http://www.wikidata.org/entity/Q3113166,Аспирантский богословский союз,213,,
http://www.wikidata.org/entity/Q3113701,Педагогический университет Дзёэцу,1327,,
http://www.wikidata.org/entity/Q3113717,Технологический институт Китами,2106,,
http://www.wikidata.org/entity/Q3121493,Университет Орала Робертса,4317,,
http://www.wikidata.org/entity/Q3124195,Northeastern State University,7349,,
http://www.wikidata.org/entity/Q3133193,Университет Ровиры-и-Вирхили,11621,,
http://www.wikidata.org/entity/Q3152130,Lamar Institute of Technology,4417,,
http://www.wikidata.org/entity/Q3151770,Российский химико-технологический университет имени Д. И. Менделеева,10500,,
http://www.wikidata.org/entity/Q3152060,Парижский институт физики Земли,80,,
http://www.wikidata.org/entity/Q3152060,Парижский институт физики Земли,130,,
http://www.wikidata.org/entity/Q3152060,Парижский институт физики Земли,77,,
http://www.wikidata.org/entity/Q3152060,Парижский институт физики Земли,78,,
http://www.wikidata.org/entity/Q3152060,Парижский институт физики Земли,82,,
http://www.wikidata.org/entity/Q3152060,Парижский институт физики Земли,83,,
http://www.wikidata.org/entity/Q3152060,Парижский институт физики Земли,86,,
http://www.wikidata.org/entity/Q3152060,Парижский институт физики Земли,88,,
http://www.wikidata.org/entity/Q3152060,Парижский институт физики Земли,117,,
http://www.wikidata.org/entity/Q3152060,Парижский институт физики Земли,131,,
http://www.wikidata.org/entity/Q3152060,Парижский институт физики Земли,138,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3175,,
http://www.wikidata.org/entity/Q2905597,Тбилисский государственный медицинский университет,5250,,
http://www.wikidata.org/entity/Q2495922,Университет Святого Томаса,3692,,
http://www.wikidata.org/entity/Q2378813,Харьковский национальный медицинский университет,6167,,
http://www.wikidata.org/entity/Q2380350,Юго-западный университет «Неофит Рильский»,91,,
http://www.wikidata.org/entity/Q2385041,Белорусская сельскохозяйственная академия,15000,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2590,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2161,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2263,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2394,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2433,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2455,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2545,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2641,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2646,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2692,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2697,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2713,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2724,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2741,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2806,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2886,,
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard,2941,,
http://www.wikidata.org/entity/Q2399323,Universiti Teknikal Malaysia Melaka,12077,,
http://www.wikidata.org/entity/Q2399276,Ченстоховская политехника,7000,,
http://www.wikidata.org/entity/Q2399342,Институт Циньдао,16900,,
http://www.wikidata.org/entity/Q2407584,Техасский университет A&M в Коммерсе,12249,,
http://www.wikidata.org/entity/Q2495841,"University of Colorado, Colorado Springs",12380,,
http://www.wikidata.org/entity/Q2471216,Университет Томаса Джефферсона,8286,,
http://www.wikidata.org/entity/Q2495752,Universidade do Extremo Sul Catarinense,11500,,
http://www.wikidata.org/entity/Q2495828,University of Arkansas-Fort Smith,6710,,
http://www.wikidata.org/entity/Q2495828,University of Arkansas-Fort Smith,6265,,
http://www.wikidata.org/entity/Q2495828,University of Arkansas-Fort Smith,6557,,
http://www.wikidata.org/entity/Q2495828,University of Arkansas-Fort Smith,6584,,
http://www.wikidata.org/entity/Q2495828,University of Arkansas-Fort Smith,6626,,
http://www.wikidata.org/entity/Q2496089,Matsuyama University,5749,,
http://www.wikidata.org/entity/Q2495945,University of West Georgia,13238,,
http://www.wikidata.org/entity/Q2495772,Universidade do Sul de Santa Catarina,24529,,
http://www.wikidata.org/entity/Q2495825,Университет Арканзаса в Пайн-Блафф,2668,,
http://www.wikidata.org/entity/Q2495935,Техасский университет Пермского бассейна,5530,,
http://www.wikidata.org/entity/Q2496010,Комратский государственный университет,500,,
http://www.wikidata.org/entity/Q2495907,Скрантонский университет,4127,,
http://www.wikidata.org/entity/Q2496046,Университет Дубровника,2600,,
http://www.wikidata.org/entity/Q2495907,Скрантонский университет,4957,,
http://www.wikidata.org/entity/Q2496026,Полоцкий государственный университет им. Ефросинии Полоцкой,5247,,
http://www.wikidata.org/entity/Q2495685,Universidad Internacional del Ecuador,6094,,
http://www.wikidata.org/entity/Q5149660,Columbia College Hollywood,760,,
http://www.wikidata.org/entity/Q5150133,Columbus Technical College,2999,,
http://www.wikidata.org/entity/Q5150130,Columbus State University,7877,,
http://www.wikidata.org/entity/Q5154694,Community College of Vermont,5102,,
http://www.wikidata.org/entity/Q5154688,Community College of Aurora,7835,,
http://www.wikidata.org/entity/Q5158896,Concord University,1807,,
http://www.wikidata.org/entity/Q5159000,"Concordia University, Nebraska",3224,,
http://www.wikidata.org/entity/Q5158998,Concordia University Irvine,4071,,
http://www.wikidata.org/entity/Q5169711,Corban University,1160,,
http://www.wikidata.org/entity/Q5171689,Cornerstone University,1668,,
http://www.wikidata.org/entity/Q5171689,Cornerstone University,1917,,
http://www.wikidata.org/entity/Q5202348,Университет Пьюры,6600,,
http://www.wikidata.org/entity/Q5203187,D'Youville University,2785,,
http://www.wikidata.org/entity/Q5211292,Dallas Christian College,246,,
http://www.wikidata.org/entity/Q5211272,Dallas Baptist University,4247,,
http://www.wikidata.org/entity/Q5210062,Университет Уэсли в Дакоте,933,,
http://www.wikidata.org/entity/Q5220742,Southern Wesleyan University,1345,,
http://www.wikidata.org/entity/Q5230267,Davenport University,6127,,
http://www.wikidata.org/entity/Q5243137,Dayeh University,5218,,
http://www.wikidata.org/entity/Q5244080,DeSales University,2645,,
http://www.wikidata.org/entity/Q5244080,DeSales University,3302,,
http://www.wikidata.org/entity/Q5168881,Коппинский университет,2348,,
http://www.wikidata.org/entity/Q877421,Венский университет ветеринарной медицины,2404,,
http://www.wikidata.org/entity/Q877925,Университет Квинс в Белфасте,24560,,
http://www.wikidata.org/entity/Q820887,Флорентийский университет,40000,,
http://www.wikidata.org/entity/Q886141,Bluffton University,750,,
http://www.wikidata.org/entity/Q830901,University of Hyogo,6551,,
http://www.wikidata.org/entity/Q849751,Йоркский университет,53974,,
http://www.wikidata.org/entity/Q890684,Технологический университет Папуа — Новой Гвинеи,3000,,
http://www.wikidata.org/entity/Q891082,Университет штата Айдахо в Бойсе,16110,,
http://www.wikidata.org/entity/Q833961,Китайский университет политологии и права,21325,,
http://www.wikidata.org/entity/Q835972,Asahikawa Medical University,978,,
http://www.wikidata.org/entity/Q835960,Университет Сан-Паулу,97964,,
http://www.wikidata.org/entity/Q836805,Чалмерский технологический институт,10773,,
http://www.wikidata.org/entity/Q839669,Российский университет дружбы народов,31759,,
http://www.wikidata.org/entity/Q845332,Haskell Indian Nations University,731,,
http://www.wikidata.org/entity/Q848272,Осакский университет экономики,7337,,
http://www.wikidata.org/entity/Q849611,Lagos State University,90885,,
http://www.wikidata.org/entity/Q851164,Университет Корвина,18000,,
http://www.wikidata.org/entity/Q851648,Victor Babeș University of Medicine and Pharmacy,7273,,
http://www.wikidata.org/entity/Q854280,Королевский технологический институт,14278,,
http://www.wikidata.org/entity/Q860268,Tohoku Fukushi University,5462,,
http://www.wikidata.org/entity/Q863813,Бингемтонский университет,16818,,
http://www.wikidata.org/entity/Q863813,Бингемтонский университет,18124,,
http://www.wikidata.org/entity/Q866107,Тельшяйская семинария,26,,
http://www.wikidata.org/entity/Q866829,Southeastern Oklahoma State University,6012,,
http://www.wikidata.org/entity/Q872543,Medical University of Graz,4346,,
http://www.wikidata.org/entity/Q875147,Университет музыки и театра Граца,2272,,
http://www.wikidata.org/entity/Q875466,European Peace University,22,,
http://www.wikidata.org/entity/Q871369,Моцартеум,1804,,
http://www.wikidata.org/entity/Q816145,Белорусский государственный университет информатики и радиоэлектроники,16000,,
http://www.wikidata.org/entity/Q816377,Bemidji State University,4577,,
http://www.wikidata.org/entity/Q3244049,Южно-Мэнский университет,10974,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,6300,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3250,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3530,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3233,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3417,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3498,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3559,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3617,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3653,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3681,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3751,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3762,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3881,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,3988,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,4083,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,4148,,
http://www.wikidata.org/entity/Q3152453,Национальный политехнический институт Тулузы,4158,,
http://www.wikidata.org/entity/Q3162985,Ташкентский государственный технический университет,12000,,
http://www.wikidata.org/entity/Q3181122,Университет Панджаджаран,41412,,
http://www.wikidata.org/entity/Q3233786,Winona State University,7106,,
http://www.wikidata.org/entity/Q3243730,Гавайский университет имени Бригама Янга,3180,,
http://www.wikidata.org/entity/Q3269570,Lynn University,3232,,
http://www.wikidata.org/entity/Q3272069,Художественный колледж дизайна,2171,,
http://www.wikidata.org/entity/Q3272069,Художественный колледж дизайна,2182,,
http://www.wikidata.org/entity/Q3272997,МИРЭА,21501,,
http://www.wikidata.org/entity/Q3275551,Аннамалайский университет,37444,,
http://www.wikidata.org/entity/Q3275637,Университет Центральной Оклахомы,14132,,
http://www.wikidata.org/entity/Q3298359,Бельмонтский университет,8204,,
http://www.wikidata.org/entity/Q3298359,Бельмонтский университет,8358,,
http://www.wikidata.org/entity/Q3301911,Texas Lutheran University,1287,,
http://www.wikidata.org/entity/Q3301911,Texas Lutheran University,1499,,
http://www.wikidata.org/entity/Q3306469,Университет A&M в Прери-Вью,9248,,
http://www.wikidata.org/entity/Q3369346,Oklahoma Wesleyan University,934,,
http://www.wikidata.org/entity/Q3378714,Lyndon State College,1200,,
http://www.wikidata.org/entity/Q3439770,Астраханский государственный университет им. В. Н. Татищева,16000,,
http://www.wikidata.org/entity/Q3443159,University of the Sciences in Philadelphia,2375,,
http://www.wikidata.org/entity/Q3443325,Университет Уайденера,6150,,
http://www.wikidata.org/entity/Q3443325,Университет Уайденера,4826,,
http://www.wikidata.org/entity/Q3316928,Mississippi Valley State University,2032,,
http://www.wikidata.org/entity/Q4475298,Уманский национальный университет,6000,,
http://www.wikidata.org/entity/Q4475847,Университет обороны,1890,,
http://www.wikidata.org/entity/Q4418290,Сибирский государственный университет физической культуры и спорта,5000,,
http://www.wikidata.org/entity/Q4418318,Сибирский университет потребительской кооперации,8385,,
http://www.wikidata.org/entity/Q4446049,Сумской национальный аграрный университет,8778,,
http://www.wikidata.org/entity/Q4449705,Таджикский государственный медицинский университет,7300,,
http://www.wikidata.org/entity/Q4450874,Тамбовский государственный технический университет,8000,,
http://www.wikidata.org/entity/Q4456096,Тернопольский национальный педагогический университет имени Владимира Гнатюка,7209,,
http://www.wikidata.org/entity/Q4456097,Западноукраинский национальный университет,13959,,
http://www.wikidata.org/entity/Q4467497,Тюменский государственный архитектурно-строительный университет,12000,,
http://www.wikidata.org/entity/Q4469637,Ужгородский национальный университет,13600,,
http://www.wikidata.org/entity/Q4469711,Узбекский государственный университет мировых языков,30000,,
http://www.wikidata.org/entity/Q4470465,Украинская академия банковского дела,2700,,
http://www.wikidata.org/entity/Q4470490,Украинская инженерно-педагогическая академия,10000,,
http://www.wikidata.org/entity/Q4470578,Украинский государственный химико-технологический университет,6000,,
http://www.wikidata.org/entity/Q4476752,Уральский государственный лесотехнический университет,10000,,
http://www.wikidata.org/entity/Q4476708,Уральский государственный медицинский университет,4513,,
http://www.wikidata.org/entity/Q4476714,Уральский государственный юридический университет,6138,,
http://www.wikidata.org/entity/Q4496116,Хартфордская семинария,120,,
http://www.wikidata.org/entity/Q4496337,Харьковский национальный университет строительства и архитектуры,7000,,
http://www.wikidata.org/entity/Q4504755,University of the Amazon,21500,,
http://www.wikidata.org/entity/Q4507421,Чарльстонский колледж,10013,,
http://www.wikidata.org/entity/Q4507421,Чарльстонский колледж,10384,,
http://www.wikidata.org/entity/Q4533671,Юго-Западный государственный университет,11250,,
http://www.wikidata.org/entity/Q4537262,Арктический государственный агротехнологический университет,4173,,
http://www.wikidata.org/entity/Q4538869,Ярославский государственный педагогический университет,8145,,
http://www.wikidata.org/entity/Q4496310,Харьковский инженерно-экономический институт,6317,,
http://www.wikidata.org/entity/Q6099948,"Ivy Tech Community College, Central Indiana Region",63809,,
http://www.wikidata.org/entity/Q6103451,Kobe Shinwa University,1349,,
http://www.wikidata.org/entity/Q6132876,Nelson University,1985,,
http://www.wikidata.org/entity/Q6146207,University of Jamestown,1147,,
http://www.wikidata.org/entity/Q6156359,Автономный университет Герреро,35394,,
http://www.wikidata.org/entity/Q6149540,Государственный университет Нью-Йорка в Дженезио,4911,,
http://www.wikidata.org/entity/Q6145842,National United University,6553,,
http://www.wikidata.org/entity/Q5263531,Des Moines University,1559,,
http://www.wikidata.org/entity/Q5273748,Dickinson State University,1441,,
http://www.wikidata.org/entity/Q5284151,Divine Word College of San Jose,2441,,
http://www.wikidata.org/entity/Q5309401,Drury University,1538,,
http://www.wikidata.org/entity/Q5309401,Drury University,1691,,
http://www.wikidata.org/entity/Q5315811,Dunwoody College of Technology,1281,,
http://www.wikidata.org/entity/Q5290854,Dominican University,2235,,
http://www.wikidata.org/entity/Q5290854,Dominican University,3189,,
http://www.wikidata.org/entity/Q5290854,Dominican University,3196,,
http://www.wikidata.org/entity/Q6156516,Latin American University of Science and Technology,2559,,
http://www.wikidata.org/entity/Q6156446,Distance State University,36222,,
http://www.wikidata.org/entity/Q975037,University of Texas at Brownsville,8777,,
http://www.wikidata.org/entity/Q977781,Университет Мальмё,15625,,
http://www.wikidata.org/entity/Q891082,Университет штата Айдахо в Бойсе,24069,,
http://www.wikidata.org/entity/Q892503,Saint Leo University,14500,,
http://www.wikidata.org/entity/Q895439,Государственный университет Боуи,5600,,
http://www.wikidata.org/entity/Q895645,Высшая школа философии и теологии Святого Георга,388,,
http://www.wikidata.org/entity/Q909784,Shimonoseki City University,1979,,
http://www.wikidata.org/entity/Q910669,University of Dubuque,1541,,
http://www.wikidata.org/entity/Q915989,Университет королевы Маргарет,5410,,
http://www.wikidata.org/entity/Q917899,Университет Нью-Хейвена,6961,,
http://www.wikidata.org/entity/Q927304,Университет Нигерии,23815,,
http://www.wikidata.org/entity/Q929378,Европейский университет в Санкт-Петербурге,170,,
http://www.wikidata.org/entity/Q930528,Университет Тренто,16239,,
http://www.wikidata.org/entity/Q930528,Университет Тренто,16305,,
http://www.wikidata.org/entity/Q931642,Краковский политехнический университет имени Тадеуша Костюшко,11779,,
http://www.wikidata.org/entity/Q931865,Университет Кларксона,3720,,
http://www.wikidata.org/entity/Q931865,Университет Кларксона,4025,,
http://www.wikidata.org/entity/Q904943,Touro University,11699,,
http://www.wikidata.org/entity/Q935018,Jacksonville University,4053,,
http://www.wikidata.org/entity/Q935290,"University of Wales, Newport",9630,,
http://www.wikidata.org/entity/Q940289,University of Southern Indiana,10203,,
http://www.wikidata.org/entity/Q940919,Университет долины Юта,33395,,
http://www.wikidata.org/entity/Q941855,Университет Иллинойса в Спрингфилде,4146,,
http://www.wikidata.org/entity/Q924318,Wheaton College,1538,,
http://www.wikidata.org/entity/Q924318,Wheaton College,1686,,
http://www.wikidata.org/entity/Q924318,Wheaton College,2583,,
http://www.wikidata.org/entity/Q950609,Singapore Management University,9697,,
http://www.wikidata.org/entity/Q951305,Кейптаунский университет,23500,,
http://www.wikidata.org/entity/Q953421,Университет Пантеон,18500,,
http://www.wikidata.org/entity/Q954035,Университет Брэдфорда,9665,,
http://www.wikidata.org/entity/Q955439,Юго-Осетинский государственный университет,3000,,
http://www.wikidata.org/entity/Q955609,Университет Феррары,22800,,
http://www.wikidata.org/entity/Q955647,Университет Гренобль 1,15400,,
http://www.wikidata.org/entity/Q955647,Университет Гренобль 1,16710,,
http://www.wikidata.org/entity/Q955647,Университет Гренобль 1,15172,,
http://www.wikidata.org/entity/Q955647,Университет Гренобль 1,15345,,
http://www.wikidata.org/entity/Q955647,Университет Гренобль 1,15392,,
http://www.wikidata.org/entity/Q955647,Университет Гренобль 1,16667,,
http://www.wikidata.org/entity/Q955647,Университет Гренобль 1,16723,,
http://www.wikidata.org/entity/Q955647,Университет Гренобль 1,16865,,
http://www.wikidata.org/entity/Q955647,Университет Гренобль 1,18143,,
http://www.wikidata.org/entity/Q955647,Университет Гренобль 1,18221,,
http://www.wikidata.org/entity/Q957715,Beijing Information Science & Technology University,11483,,
http://www.wikidata.org/entity/Q957995,Jacksonville State University,9238,,
http://www.wikidata.org/entity/Q904219,Campbell University,5964,,
http://www.wikidata.org/entity/Q961303,Los Andes Peruvian University,1800,,
http://www.wikidata.org/entity/Q3443493,Shaw University,1283,,
http://www.wikidata.org/entity/Q3443498,Oklahoma City University,2617,,
http://www.wikidata.org/entity/Q3444269,Walsh University,2651,,
http://www.wikidata.org/entity/Q3445045,Bethel University,3814,,
http://www.wikidata.org/entity/Q3445253,William Woods University,2114,,
http://www.wikidata.org/entity/Q3445541,Cheyney University of Pennsylvania,623,,
http://www.wikidata.org/entity/Q3443737,Университет Святого Петра,3197,,
http://www.wikidata.org/entity/Q3443893,Уэст-Честерский университет,18000,,
http://www.wikidata.org/entity/Q3446091,Alfred University,1722,,
http://www.wikidata.org/entity/Q3446091,Alfred University,2187,,
http://www.wikidata.org/entity/Q3444292,Кэмеронский университет,3771,,
http://www.wikidata.org/entity/Q3446076,Bridgewater State University,10651,,
http://www.wikidata.org/entity/Q3444680,Калифорнийский институт интегральных исследований,1530,,
http://www.wikidata.org/entity/Q3444675,Университет Кристофера Ньюпорта,4868,,
http://www.wikidata.org/entity/Q3445331,Вудберийский университет,1132,,
http://www.wikidata.org/entity/Q3461622,Алтайский государственный медицинский университет,5000,,
http://www.wikidata.org/entity/Q3468084,Mississippi University for Women,2704,,
http://www.wikidata.org/entity/Q3468361,Texas Woman's University,14416,,
http://www.wikidata.org/entity/Q3468361,Texas Woman's University,16433,,
http://www.wikidata.org/entity/Q3474474,Savannah State University,3688,,
http://www.wikidata.org/entity/Q3495253,Университет Святого Эдуарда,3305,,
http://www.wikidata.org/entity/Q3495253,Университет Святого Эдуарда,3591,,
http://www.wikidata.org/entity/Q3539296,Вашингтонский университет Тринити,2100,,
http://www.wikidata.org/entity/Q3551358,University of Montana Western,1334,,
http://www.wikidata.org/entity/Q3444527,William Paterson University,9635,,
http://www.wikidata.org/entity/Q3445256,Университет Южного Нью-Гэмпшира,134345,,
http://www.wikidata.org/entity/Q4568893,Elon University,6960,,
http://www.wikidata.org/entity/Q4568893,Elon University,7117,,
http://www.wikidata.org/entity/Q4538874,Ярославский государственный технический университет,6468,,
http://www.wikidata.org/entity/Q4568903,Park University,10165,,
http://www.wikidata.org/entity/Q4570025,Grand Canyon University,75200,,
http://www.wikidata.org/entity/Q4570194,Franklin University,2651,,
http://www.wikidata.org/entity/Q4570064,Buffalo State University,8339,,
http://www.wikidata.org/entity/Q4570194,Franklin University,5926,,
http://www.wikidata.org/entity/Q4571885,Faulkner University,2961,,
http://www.wikidata.org/entity/Q4647420,A.T. Still University,3995,,
http://www.wikidata.org/entity/Q4569311,Evangel University,1999,,
http://www.wikidata.org/entity/Q4669049,Университет Авраама Линкольна,265,,
http://www.wikidata.org/entity/Q4671433,Academy of Chinese Culture and Health Sciences,97,,
http://www.wikidata.org/entity/Q4671448,Академия экономического образования Молдавии,16000,,
http://www.wikidata.org/entity/Q4682076,Университет Адельфи,7584,,
http://www.wikidata.org/entity/Q3551657,Niagara University,2506,,
http://www.wikidata.org/entity/Q3551657,Niagara University,3544,,
http://www.wikidata.org/entity/Q3551447,Minobusan University,111,,
http://www.wikidata.org/entity/Q3551429,Longwood University,3715,,
http://www.wikidata.org/entity/Q3551429,Longwood University,4841,,
http://www.wikidata.org/entity/Q3551510,Washington Adventist University,968,,
http://www.wikidata.org/entity/Q3551642,University of Mount Union,2116,,
http://www.wikidata.org/entity/Q3551642,University of Mount Union,2178,,
http://www.wikidata.org/entity/Q3551409,Университет Гарднер-Вэбб,3536,,
http://www.wikidata.org/entity/Q3551591,Университет Гомы,4000,,
http://www.wikidata.org/entity/Q3551554,Тарлтонский университет,14016,,
http://www.wikidata.org/entity/Q1026831,California Lutheran University,3568,,
http://www.wikidata.org/entity/Q1026831,California Lutheran University,4027,,
http://www.wikidata.org/entity/Q1026804,Калифорнийский колледж искусств,1800,,
http://www.wikidata.org/entity/Q1026836,Калифорнийский университет Мирамар,174,,
http://www.wikidata.org/entity/Q1026909,"California State University, Dominguez Hills",14758,,
http://www.wikidata.org/entity/Q1026916,"California State University, East Bay",16253,,
http://www.wikidata.org/entity/Q1026944,"California State University, San Bernardino",16057,,
http://www.wikidata.org/entity/Q1026909,"California State University, Dominguez Hills",18687,,
http://www.wikidata.org/entity/Q1026944,"California State University, San Bernardino",19689,,
http://www.wikidata.org/entity/Q1026868,"California State Polytechnic University, Pomona",30014,,
http://www.wikidata.org/entity/Q1026932,Университет штата Калифорния в Лос-Анджелесе,22959,,
http://www.wikidata.org/entity/Q1026919,Университет штата Калифорния во Фресно,25497,,
http://www.wikidata.org/entity/Q1026919,Университет штата Калифорния во Фресно,26438,,
http://www.wikidata.org/entity/Q1026932,Университет штата Калифорния в Лос-Анджелесе,26745,,
http://www.wikidata.org/entity/Q1026941,Калифорнийский государственный университет в Сакраменто,27085,,
http://www.wikidata.org/entity/Q1026941,Калифорнийский государственный университет в Сакраменто,31451,,
http://www.wikidata.org/entity/Q1026925,Калифорнийский университет в Фуллертоне,42051,,
http://www.wikidata.org/entity/Q1027869,DigiPen,871,,
http://www.wikidata.org/entity/Q1029431,Университет Бригама Янга,44481,,
http://www.wikidata.org/entity/Q1030044,Квиннипэкский университет,8248,,
http://www.wikidata.org/entity/Q1030044,Квиннипэкский университет,9746,,
http://www.wikidata.org/entity/Q1031803,Римский университет Тор Вергата,38716,,
http://www.wikidata.org/entity/Q1033335,Канизийский колледж,2360,,
http://www.wikidata.org/entity/Q1033335,Канизийский колледж,2820,,
http://www.wikidata.org/entity/Q992830,Университет Санта-Клары,8095,,
http://www.wikidata.org/entity/Q992830,Университет Санта-Клары,8616,,
http://www.wikidata.org/entity/Q995265,колледж Брин Мар,1676,,
http://www.wikidata.org/entity/Q995265,колледж Брин Мар,1719,,
http://www.wikidata.org/entity/Q1046493,Университет Нархоз,7000,,
http://www.wikidata.org/entity/Q1047293,Калифорнийский университет в Санта-Крузе,19494,,
http://www.wikidata.org/entity/Q1049687,Каслтонский университет,2211,,
http://www.wikidata.org/entity/Q1026902,Университет штата Калифорния в Бейкерсфилде,9050,,
http://www.wikidata.org/entity/Q1026902,Университет штата Калифорния в Бейкерсфилде,9261,,
