university,universityLabel,totalStudents,undergradStudents,postgradStudents
http://www.wikidata.org/entity/Q6379744,Kawasaki City College of Nursing,300,,
http://www.wikidata.org/entity/Q6381586,Сэмфордский университет,5729,,
http://www.wikidata.org/entity/Q6391919,Kent State University at Stark,4950,,
http://www.wikidata.org/entity/Q6391917,Kent State University at East Liverpool,1173,,
http://www.wikidata.org/entity/Q6391918,Kent State University at Salem,1729,,
http://www.wikidata.org/entity/Q6391915,Kent State University at Ashtabula,2049,,
http://www.wikidata.org/entity/Q6392195,Kentucky Christian University,689,,
http://www.wikidata.org/entity/Q6395480,Kettering University,2030,,
http://www.wikidata.org/entity/Q3898136,Paul Quinn College,468,,
http://www.wikidata.org/entity/Q3878581,Bushnell University,717,,
http://www.wikidata.org/entity/Q3887993,Delta State University,2999,,
http://www.wikidata.org/entity/Q3916655,Западно-Каспийский университет,5000,,
http://www.wikidata.org/entity/Q3679860,Arab Open University,55170,,
http://www.wikidata.org/entity/Q3658386,Фракийский университет,9000,,
http://www.wikidata.org/entity/Q3608706,Криворожский национальный университет,20000,,
http://www.wikidata.org/entity/Q3629946,Austin Community College District,39896,,
http://www.wikidata.org/entity/Q3646646,Белорусский государственный университет культуры и искусств,5384,,
http://www.wikidata.org/entity/Q3648053,Свободный университет Тбилиси,634,,
http://www.wikidata.org/entity/Q3668446,University of Kurdistan Hewler,414,,
http://www.wikidata.org/entity/Q3695750,Salem State University,7242,,
http://www.wikidata.org/entity/Q3695910,Teesside University,19290,,
http://www.wikidata.org/entity/Q3694529,Открытый университет Аллама Икбал,1326266,,
http://www.wikidata.org/entity/Q3700049,Львовский национальный университет природопользования,18000,,
http://www.wikidata.org/entity/Q3700286,Уманский государственный педагогический университет имени Павла Тычины,8000,,
http://www.wikidata.org/entity/Q3700546,Львовский национальный университет ветеринарной медицины и биотехнологий имени С. З. Гжицкого,3014,,
http://www.wikidata.org/entity/Q3701429,Алтайский государственный технический университет имени И. И. Ползунова,20000,,
http://www.wikidata.org/entity/Q3704937,Delaware County Community College,9989,,
http://www.wikidata.org/entity/Q1245999,Сиенский университет,20000,,
http://www.wikidata.org/entity/Q1247544,Вестминстерский университет,24710,,
http://www.wikidata.org/entity/Q1248737,Гуамский университет,2801,,
http://www.wikidata.org/entity/Q1248821,Катанийский университет,44338,,
http://www.wikidata.org/entity/Q1249005,Университет Данди,18610,,
http://www.wikidata.org/entity/Q1144565,Университет Умео,25812,,
http://www.wikidata.org/entity/Q1144673,Королевская академия музыки,730,,
http://www.wikidata.org/entity/Q1144682,Пекинский университет иностранных языков,8600,,
http://www.wikidata.org/entity/Q1144951,Texas A&M University at Qatar,300,,
http://www.wikidata.org/entity/Q1145306,Калькуттский университет,22520,,
http://www.wikidata.org/entity/Q1146856,Nile University,500,,
http://www.wikidata.org/entity/Q1147874,Tshwane University of Technology,60000,,
http://www.wikidata.org/entity/Q1148082,Женский университет Нары,2631,,
http://www.wikidata.org/entity/Q1148210,Университет Тоттори,6179,,
http://www.wikidata.org/entity/Q1148782,Университет Кумамото,11098,,
http://www.wikidata.org/entity/Q1149176,Университет Риссё,10915,,
http://www.wikidata.org/entity/Q1150105,Университет Теннесси,30559,,
http://www.wikidata.org/entity/Q1152391,Женский университет Отяномидзу,2075,,
http://www.wikidata.org/entity/Q1152942,Mie University,8455,,
http://www.wikidata.org/entity/Q1152933,Отаруский университет коммерции,2363,,
http://www.wikidata.org/entity/Q1156637,Университет Ивате,5402,,
http://www.wikidata.org/entity/Q1161619,Suez Canal University,40317,,
http://www.wikidata.org/entity/Q1164068,Харьковский политехнический институт,20000,,
http://www.wikidata.org/entity/Q1165865,Университет имени имама Хусейна,6000,,
http://www.wikidata.org/entity/Q1171185,University of Hawaiʻi–West Oʻahu,2814,,
http://www.wikidata.org/entity/Q1179603,Университет Де Поля,19493,,
http://www.wikidata.org/entity/Q1179603,Университет Де Поля,22377,,
http://www.wikidata.org/entity/Q1187444,Печский университет,20000,,
http://www.wikidata.org/entity/Q1188786,Университет Кюсю,18813,,
http://www.wikidata.org/entity/Q1190852,Университет Алжира,100827,,
http://www.wikidata.org/entity/Q1191344,Университет Северного Иллинойса,16769,,
http://www.wikidata.org/entity/Q1193547,Тулейнский университет,13447,,
http://www.wikidata.org/entity/Q1193547,Тулейнский университет,13927,,
http://www.wikidata.org/entity/Q1201044,Oita University,5781,,
http://www.wikidata.org/entity/Q1231433,Свободный университет Больцано,4216,,
http://www.wikidata.org/entity/Q1183967,Университет штата Дэлавэр,4739,,
http://www.wikidata.org/entity/Q1231724,Utah Tech University,6500,,
http://www.wikidata.org/entity/Q5598396,Grayson College,4066,,
http://www.wikidata.org/entity/Q5593620,Grambling State University,5438,,
http://www.wikidata.org/entity/Q5595242,Grand View University,1584,,
http://www.wikidata.org/entity/Q5595242,Grand View University,1874,,
http://www.wikidata.org/entity/Q5594651,Рокхартский университет,2652,,
http://www.wikidata.org/entity/Q5594651,Рокхартский университет,3688,,
http://www.wikidata.org/entity/Q5595931,Granite State College,1879,,
http://www.wikidata.org/entity/Q5596645,University of Arkansas Grantham,6465,,
http://www.wikidata.org/entity/Q5599153,Great Falls College Montana State University,1071,,
http://www.wikidata.org/entity/Q5599431,Great Lakes Christian College,169,,
http://www.wikidata.org/entity/Q5617088,Lindenwood University,7382,,
http://www.wikidata.org/entity/Q5637810,Hadhramout University,14042,,
http://www.wikidata.org/entity/Q5649147,Hannibal-LaGrange University,739,,
http://www.wikidata.org/entity/Q4810736,Ошский государственный университет,28000,,
http://www.wikidata.org/entity/Q4813522,Athens Technical College,4294,,
http://www.wikidata.org/entity/Q4828300,Averett University,887,,
http://www.wikidata.org/entity/Q4828300,Averett University,1109,,
http://www.wikidata.org/entity/Q4828842,Avila University,1414,,
http://www.wikidata.org/entity/Q4832385,Азербайджанская дипломатическая академия,2324,,
http://www.wikidata.org/entity/Q4845532,Ishikawa Prefectural University,597,,
http://www.wikidata.org/entity/Q4845603,Ishikawa Prefectural Nursing University,370,,
http://www.wikidata.org/entity/Q4849134,Baker College,3523,,
http://www.wikidata.org/entity/Q4849134,Baker College,6028,,
http://www.wikidata.org/entity/Q3919286,Витебский государственный медицинский университет,7000,,
http://www.wikidata.org/entity/Q3919998,Белорусский государственный университет физической культуры,5000,,
http://www.wikidata.org/entity/Q3940116,Roger Williams University,4678,,
http://www.wikidata.org/entity/Q3940116,Roger Williams University,4702,,
http://www.wikidata.org/entity/Q3945126,Saint Xavier University,3764,,
http://www.wikidata.org/entity/Q4005868,University of Texas Health Science Center at San Antonio,3478,,
http://www.wikidata.org/entity/Q4058260,Азербайджанский государственный педагогический университет,7000,,
http://www.wikidata.org/entity/Q4058263,Азербайджанский государственный университет культуры и искусств,7258,,
http://www.wikidata.org/entity/Q4071693,Астраханский государственный медицинский Университет,6500,,
http://www.wikidata.org/entity/Q4072317,Атырауский университет нефти и газа,3900,,
http://www.wikidata.org/entity/Q4116239,Arab Academy for Science and Technology and Maritime Transport,18000,,
http://www.wikidata.org/entity/Q4116241,Университет нефти и ископаемых имени короля Фахда,7500,,
http://www.wikidata.org/entity/Q4095958,Братский государственный университет,5763,,
http://www.wikidata.org/entity/Q1249251,Университет штата Миссури,23505,,
http://www.wikidata.org/entity/Q1253123,Университет Южного Коннектикута,7159,,
http://www.wikidata.org/entity/Q1253123,Университет Южного Коннектикута,9331,,
http://www.wikidata.org/entity/Q1256981,Университет штата в Сан-Франциско,26620,,
http://www.wikidata.org/entity/Q1256981,Университет штата в Сан-Франциско,27349,,
http://www.wikidata.org/entity/Q1268167,Западнопоморский технологический университет,15389,,
http://www.wikidata.org/entity/Q1270831,Университет Редлендса,3774,,
http://www.wikidata.org/entity/Q1270831,Университет Редлендса,4566,,
http://www.wikidata.org/entity/Q1276380,University of St. Francis,3529,,
http://www.wikidata.org/entity/Q1276963,Университет Священного Сердца,8229,,
http://www.wikidata.org/entity/Q1276963,Университет Священного Сердца,9313,,
http://www.wikidata.org/entity/Q1278152,Университет Восточного Коннектикута,4644,,
http://www.wikidata.org/entity/Q1278253,Eastern Washington University,12130,,
http://www.wikidata.org/entity/Q1278206,Университет Восточного Кентукки,11300,,
http://www.wikidata.org/entity/Q1278210,Восточный меннонитский университет,1394,,
http://www.wikidata.org/entity/Q1278206,Университет Восточного Кентукки,14465,,
http://www.wikidata.org/entity/Q1279835,Школа изобразительных искусств,3692,,
http://www.wikidata.org/entity/Q1282309,Приднестровский государственный университет имени Тараса Шевченко,13000,,
http://www.wikidata.org/entity/Q1284408,Папский католический университет Вальпараисо,13149,,
http://www.wikidata.org/entity/Q1296153,University of the West of Scotland,15555,,
http://www.wikidata.org/entity/Q1296887,Новосибирский государственный архитектурно-строительный университет,5900,,
http://www.wikidata.org/entity/Q1304512,Международный Университет в Женеве,270,,
http://www.wikidata.org/entity/Q1305486,Университет Коста-Рики,30436,,
http://www.wikidata.org/entity/Q1305486,Университет Коста-Рики,32969,,
http://www.wikidata.org/entity/Q1305486,Университет Коста-Рики,41642,,
http://www.wikidata.org/entity/Q1306537,University of Informatics Sciences,6800,,
http://www.wikidata.org/entity/Q1311379,Университет Тринити,2636,,
http://www.wikidata.org/entity/Q1311379,Университет Тринити,2685,,
http://www.wikidata.org/entity/Q1312762,Шведский сельскохозяйственный университет,5675,,
http://www.wikidata.org/entity/Q1314405,Университет Джона Кабота,1250,,
http://www.wikidata.org/entity/Q1320232,Детройтский университет Мерси,6000,,
http://www.wikidata.org/entity/Q1320232,Детройтский университет Мерси,4420,,
http://www.wikidata.org/entity/Q1321380,Университет Северной Каролины в Гринсборо,19038,,
http://www.wikidata.org/entity/Q1321380,Университет Северной Каролины в Гринсборо,19764,,
http://www.wikidata.org/entity/Q1331614,Университет Нельсона Манделы,27000,,
http://www.wikidata.org/entity/Q1333399,Университет Лестера,17825,,
http://www.wikidata.org/entity/Q1335573,Колледж Эмерсон,5115,,
http://www.wikidata.org/entity/Q1339396,Emporia State University,4023,,
http://www.wikidata.org/entity/Q1339396,Emporia State University,5828,,
http://www.wikidata.org/entity/Q1340908,Кутцтаунский университет,6790,,
http://www.wikidata.org/entity/Q1340908,Кутцтаунский университет,10238,,
http://www.wikidata.org/entity/Q1349150,Монгольский государственный университет,10000,,
http://www.wikidata.org/entity/Q1351705,Туркменский государственный университет им. Махтумкули,8041,,
http://www.wikidata.org/entity/Q1353139,Каледонский университет,17045,,
http://www.wikidata.org/entity/Q1354097,Кабульский университет,22000,,
http://www.wikidata.org/entity/Q1366589,"Международный университет природы, общества и человека «Дубна»",8000,,
http://www.wikidata.org/entity/Q1368155,Southern Leyte State University,12219,,
http://www.wikidata.org/entity/Q1372362,Университет Гакусюин,9240,,
http://www.wikidata.org/entity/Q1375986,Университет Гифу,7227,,
http://www.wikidata.org/entity/Q6395612,Keuka College,1535,,
http://www.wikidata.org/entity/Q6401986,Palestine Technical University,12700,,
http://www.wikidata.org/entity/Q6412129,King University,1746,,
http://www.wikidata.org/entity/Q6424882,Taipei City University of Science and Technology,7449,,
http://www.wikidata.org/entity/Q6445629,Kurashiki Sakuyo University,1105,,
http://www.wikidata.org/entity/Q6452146,Kyoto University of Advanced Science,3633,,
http://www.wikidata.org/entity/Q6452224,Kyoto University of Foreign Studies,4447,,
http://www.wikidata.org/entity/Q4868388,Bastyr University,904,,
http://www.wikidata.org/entity/Q4874546,Байкальский государственный университет,30000,,
http://www.wikidata.org/entity/Q4879479,Bedër University,485,,
http://www.wikidata.org/entity/Q4882717,Belhaven University,4999,,
http://www.wikidata.org/entity/Q4883967,Bellevue University,13059,,
http://www.wikidata.org/entity/Q4887341,Benedictine College,2217,,
http://www.wikidata.org/entity/Q4887352,Benedictine University,3779,,
http://www.wikidata.org/entity/Q4918312,Bismarck State College,3716,,
http://www.wikidata.org/entity/Q4928377,Университет Блумсберг (Пенсильвания),7500,,
http://www.wikidata.org/entity/Q4928377,Университет Блумсберг (Пенсильвания),8427,,
http://www.wikidata.org/entity/Q4948171,Колледж массовых коммуникаций при Бостонском университете,2400,,
http://www.wikidata.org/entity/Q4956720,Университет Брандмана,10986,,
http://www.wikidata.org/entity/Q4960619,Brenau University,1927,,
http://www.wikidata.org/entity/Q4960619,Brenau University,2813,,
http://www.wikidata.org/entity/Q4961841,Brescia University,986,,
http://www.wikidata.org/entity/Q4897957,Bethel University,4001,,
http://www.wikidata.org/entity/Q5738742,Heritage Christian University,110,,
http://www.wikidata.org/entity/Q5739095,Heritage University,999,,
http://www.wikidata.org/entity/Q5698693,Heidelberg University,1230,,
http://www.wikidata.org/entity/Q5656138,Harding University,3899,,
http://www.wikidata.org/entity/Q5656138,Harding University,4617,,
http://www.wikidata.org/entity/Q5665307,Harrisburg University of Science and Technology,3997,,
http://www.wikidata.org/entity/Q5666316,Harris–Stowe State University,1400,,
http://www.wikidata.org/entity/Q5756235,High Point University,5617,,
http://www.wikidata.org/entity/Q5756235,High Point University,5781,,
http://www.wikidata.org/entity/Q5698189,Hefei University,14000,,
http://www.wikidata.org/entity/Q5712994,Henan University of Science and Technology,30000,,
http://www.wikidata.org/entity/Q4119816,Texas Tech University Health Sciences Center,5274,,
http://www.wikidata.org/entity/Q4123106,Волжский государственный университет водного транспорта,18000,,
http://www.wikidata.org/entity/Q4125410,Воронежский государственный педагогический университет,6000,,
http://www.wikidata.org/entity/Q4125415,Воронежский государственный университет инженерных технологий,8200,,
http://www.wikidata.org/entity/Q4130472,Вятский государственный агротехнологический университет,8723,,
http://www.wikidata.org/entity/Q4140322,Глуховский национальный педагогический университет имени Александра Довженко,5300,,
http://www.wikidata.org/entity/Q4144551,Горно-Алтайский государственный университет,4000,,
http://www.wikidata.org/entity/Q4145910,Горский государственный аграрный университет,6080,,
http://www.wikidata.org/entity/Q4146737,Государственный аграрный университет Северного Зауралья,7000,,
http://www.wikidata.org/entity/Q4146913,Государственный педагогический университет имени Иона Крянгэ,4254,,
http://www.wikidata.org/entity/Q4146980,Университет штата Нью-Йорк в Онеонте,5918,,
http://www.wikidata.org/entity/Q4146980,Университет штата Нью-Йорк в Онеонте,6718,,
http://www.wikidata.org/entity/Q4153294,Гянджинский государственный университет,5237,,
http://www.wikidata.org/entity/Q4163197,Днепровский государственный технический университет,5000,,
http://www.wikidata.org/entity/Q4163203,Днепровский государственный медицинский университет,4500,,
http://www.wikidata.org/entity/Q4163239,Днепровский национальный университет железнодорожного транспорта,4000,,
http://www.wikidata.org/entity/Q4163246,Днепропетровский университет экономики и права имени Альфреда Нобеля,8300,,
http://www.wikidata.org/entity/Q4166242,Донецкий национальный медицинский университет,5000,,
http://www.wikidata.org/entity/Q4166430,Донской государственный аграрный университет,6000,,
http://www.wikidata.org/entity/Q4186452,Западно-Казахстанский аграрно-технический университет имени Жангир хана,9000,,
http://www.wikidata.org/entity/Q4186920,Запорожский национальный университет,14000,,
http://www.wikidata.org/entity/Q4195890,Ивано-Франковский национальный медицинский университет,11000,,
http://www.wikidata.org/entity/Q1446181,Хантерский колледж,24052,,
http://www.wikidata.org/entity/Q1448536,New Design University St. Pölten,467,,
http://www.wikidata.org/entity/Q1450490,Koya University,4260,,
http://www.wikidata.org/entity/Q1458695,Харьковский национальный университет,15630,,
http://www.wikidata.org/entity/Q1460141,Чешский агротехнический университет,19930,,
http://www.wikidata.org/entity/Q1462246,Университет Патр,21000,,
http://www.wikidata.org/entity/Q1463356,University of Akureyri,1800,,
http://www.wikidata.org/entity/Q1465448,Политехнический университет Бухареста,25469,,
http://www.wikidata.org/entity/Q1430054,Florida Gulf Coast University,15358,,
http://www.wikidata.org/entity/Q1468607,Университет Либерти,96709,,
http://www.wikidata.org/entity/Q1470544,Фростбергский государственный университет,4857,,
http://www.wikidata.org/entity/Q1470769,Университет Агдера,14096,,
http://www.wikidata.org/entity/Q1471879,Краковский университет экономики,23000,,
http://www.wikidata.org/entity/Q1472315,Университет Гранд-Вэлли,19195,,
http://www.wikidata.org/entity/Q1472315,Университет Гранд-Вэлли,23295,,
http://www.wikidata.org/entity/Q1379613,Университет Маршалла,11958,,
http://www.wikidata.org/entity/Q1391752,Университет Сент-Луис — Брюссель,4213,,
http://www.wikidata.org/entity/Q1393301,Университет Фэрли Дикинсон,7479,,
http://www.wikidata.org/entity/Q1393301,Университет Фэрли Дикинсон,7797,,
http://www.wikidata.org/entity/Q1407397,Открытый университет,14244,,
http://www.wikidata.org/entity/Q1407397,Открытый университет,14358,,
http://www.wikidata.org/entity/Q1407397,Открытый университет,17015,,
http://www.wikidata.org/entity/Q1407397,Открытый университет,18344,,
http://www.wikidata.org/entity/Q1407897,Ferris State University,8303,,
http://www.wikidata.org/entity/Q1407897,Ferris State University,12578,,
http://www.wikidata.org/entity/Q1411222,Университет Джорджа Мейсона,38541,,
http://www.wikidata.org/entity/Q1412435,Обудский университет,12888,,
http://www.wikidata.org/entity/Q1416632,Финансовый университет при Правительстве Российской Федерации,47712,,
http://www.wikidata.org/entity/Q1419737,Гилдхоллская школа музыки и театра,1085,,
http://www.wikidata.org/entity/Q1420239,Темпльский университет,32537,,
http://www.wikidata.org/entity/Q1420239,Темпльский университет,37367,,
http://www.wikidata.org/entity/Q1422594,Sam Houston State University,17377,,
http://www.wikidata.org/entity/Q1422594,Sam Houston State University,21912,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,6590,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,6850,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,5503,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,5548,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,5591,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,5812,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,5841,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,6145,,
http://www.wikidata.org/entity/Q1430048,Флоридский университет A&M,8077,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,6314,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,6675,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,6767,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,6828,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,6843,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,6986,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,7083,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,7263,,
http://www.wikidata.org/entity/Q1430048,Флоридский университет A&M,9184,,
http://www.wikidata.org/entity/Q1430113,Национальный институт восточных языков и цивилизаций,8082,,
http://www.wikidata.org/entity/Q1433199,Индианский университет – Университет Пердью в Индианаполисе,30300,,
http://www.wikidata.org/entity/Q1438597,Fort Lewis College,3469,,
http://www.wikidata.org/entity/Q1439629,Колледж Провиденс,4874,,
http://www.wikidata.org/entity/Q1399078,Fayetteville State University,5573,,
http://www.wikidata.org/entity/Q1399078,Fayetteville State University,6726,,
http://www.wikidata.org/entity/Q1441652,Francis Marion University,4148,,
http://www.wikidata.org/entity/Q4965764,Briar Cliff University,1076,,
http://www.wikidata.org/entity/Q4982087,Fitchburg State University,6728,,
http://www.wikidata.org/entity/Q4982077,Фремингемский государственный университет,4876,,
http://www.wikidata.org/entity/Q4985470,Buena Vista University,1779,,
http://www.wikidata.org/entity/Q4985470,Buena Vista University,1863,,
http://www.wikidata.org/entity/Q4999226,Rowan College at Burlington County,7316,,
http://www.wikidata.org/entity/Q5017530,Minot State University,2920,,
http://www.wikidata.org/entity/Q5017672,Cairn University,1229,,
http://www.wikidata.org/entity/Q5020643,California Intercontinental University,537,,
http://www.wikidata.org/entity/Q5021159,PennWest California,6885,,
http://www.wikidata.org/entity/Q5024150,Calvary University,469,,
http://www.wikidata.org/entity/Q5028213,Campbellsville University,12771,,
http://www.wikidata.org/entity/Q5042860,Carlow University,1976,,
http://www.wikidata.org/entity/Q5035685,Capital University,3020,,
http://www.wikidata.org/entity/Q5035685,Capital University,2623,,
http://www.wikidata.org/entity/Q5041723,Carlos Albizu University,2413,,
http://www.wikidata.org/entity/Q5876115,Hodges University,700,,
http://www.wikidata.org/entity/Q5885852,Holy Names University,1014,,
http://www.wikidata.org/entity/Q5899317,Hope International University,1201,,
http://www.wikidata.org/entity/Q5920583,Howard Payne University,1060,,
http://www.wikidata.org/entity/Q5924445,Hsuan Chuang University,1637,,
http://www.wikidata.org/entity/Q5925062,Huafan University,807,,
http://www.wikidata.org/entity/Q5945524,Huntington University,1391,,
http://www.wikidata.org/entity/Q5929270,Тихоокеанский университет,3808,,
http://www.wikidata.org/entity/Q5916417,Хьюстонский баптистский университет,3963,,
http://www.wikidata.org/entity/Q5057029,Сидарвиллский университет,4207,,
http://www.wikidata.org/entity/Q5057029,Сидарвиллский университет,4461,,
http://www.wikidata.org/entity/Q5059076,Centenary College of Louisiana,563,,
http://www.wikidata.org/entity/Q5061124,Central Georgia Technical College,8140,,
http://www.wikidata.org/entity/Q5061855,Central State University,4021,,
http://www.wikidata.org/entity/Q5061953,Central University of South Bihar,2807,,
http://www.wikidata.org/entity/Q5061424,Центральный методистский университет,1141,,
http://www.wikidata.org/entity/Q5061424,Центральный методистский университет,1155,,
http://www.wikidata.org/entity/Q5071633,Chang Jung Christian University,6427,,
http://www.wikidata.org/entity/Q5081831,Charles R. Drew University of Medicine and Science,872,,
http://www.wikidata.org/entity/Q5084184,Charleston Southern University,3350,,
http://www.wikidata.org/entity/Q5087708,Четэмский университет,2353,,
http://www.wikidata.org/entity/Q5097298,Chihlee University of Technology,8274,,
http://www.wikidata.org/entity/Q6631334,Bryant & Stratton College,855,,
http://www.wikidata.org/entity/Q6460011,LSU Health Sciences Center New Orleans,2827,,
http://www.wikidata.org/entity/Q6465284,La Sierra University,1993,,
http://www.wikidata.org/entity/Q6467575,Labouré College,1188,,
http://www.wikidata.org/entity/Q6476901,Lake Michigan College,2499,,
http://www.wikidata.org/entity/Q6483113,Lancaster Bible College,2038,,
http://www.wikidata.org/entity/Q6484421,Lander University,3513,,
http://www.wikidata.org/entity/Q6487078,Lanier Technical College,5045,,
http://www.wikidata.org/entity/Q6487738,State University of New York at Fredonia,3450,,
http://www.wikidata.org/entity/Q6487738,State University of New York at Fredonia,4055,,
http://www.wikidata.org/entity/Q6496487,Latin University of Costa Rica,30000,,
http://www.wikidata.org/entity/Q6504630,Технологический университет имени Лоуренса,2812,,
http://www.wikidata.org/entity/Q6506488,LeTourneau University,2028,,
http://www.wikidata.org/entity/Q6506488,LeTourneau University,3122,,
http://www.wikidata.org/entity/Q6513309,Lee College,7487,,
http://www.wikidata.org/entity/Q6515384,Lee University,5204,,
http://www.wikidata.org/entity/Q6523054,Lenoir–Rhyne University,2686,,
http://www.wikidata.org/entity/Q6537128,Lewis University,6437,,
http://www.wikidata.org/entity/Q6545022,Life University,2761,,
http://www.wikidata.org/entity/Q6550534,Линкольнский христианский университет,581,,
http://www.wikidata.org/entity/Q6550556,Линкольнский колледж (Иллинойс),994,,
http://www.wikidata.org/entity/Q6551169,Университет Линкольна (Калифорния),371,,
http://www.wikidata.org/entity/Q6553710,Ling Tung University,6829,,
http://www.wikidata.org/entity/Q6569551,Университет Тринити-Вестерн,7475,,
http://www.wikidata.org/entity/Q469484,Американский университет в Болгарии,1020,,
http://www.wikidata.org/entity/Q470963,Fuzhou University,50000,,
http://www.wikidata.org/entity/Q472167,Виннипегский университет,9394,,
http://www.wikidata.org/entity/Q1848657,Университет Талсы,3671,,
http://www.wikidata.org/entity/Q1848657,Университет Талсы,4187,,
http://www.wikidata.org/entity/Q475700,Университет Западной Капской провинции,19590,,
http://www.wikidata.org/entity/Q129421,Калифорнийский университет в Дейвисе,39074,,
http://www.wikidata.org/entity/Q574606,Брюссельский свободный университет,31606,,
http://www.wikidata.org/entity/Q132478,Университет Оксфорд Брукс,16900,,
http://www.wikidata.org/entity/Q2496233,Задарский университет,6000,,
http://www.wikidata.org/entity/Q2496210,Пекинский университет химических технологий,12000,,
http://www.wikidata.org/entity/Q2496184,Зеницкий университет,4169,,
http://www.wikidata.org/entity/Q2501849,Бельцкий государственный университет,5795,,
http://www.wikidata.org/entity/Q2510885,Белорусский государственный медицинский университет,6513,,
http://www.wikidata.org/entity/Q2514534,Mongolian University of Life Sciences,9809,,
http://www.wikidata.org/entity/Q2526468,Vincennes University,16048,,
http://www.wikidata.org/entity/Q133965,Кубанский государственный аграрный университет,35000,,
http://www.wikidata.org/entity/Q137355,Воронежский государственный аграрный университет,16000,,
http://www.wikidata.org/entity/Q137360,Омский государственный аграрный университет имени П. А. Столыпина,9000,,
http://www.wikidata.org/entity/Q137503,Лодзинский университет,23188,,
http://www.wikidata.org/entity/Q2496197,Бишкекский государственный университет,9000,,
http://www.wikidata.org/entity/Q419339,Akita International University,820,,
http://www.wikidata.org/entity/Q144488,Варшавский университет,42700,,
http://www.wikidata.org/entity/Q429561,Уичитский государственный университет,11289,,
http://www.wikidata.org/entity/Q429561,Уичитский государственный университет,14999,,
http://www.wikidata.org/entity/Q429863,Флоридский атлантический университет,22248,,
http://www.wikidata.org/entity/Q429863,Флоридский атлантический университет,26857,,
http://www.wikidata.org/entity/Q432475,Университет Кентербери,15564,,
http://www.wikidata.org/entity/Q432475,Университет Кентербери,16253,,
http://www.wikidata.org/entity/Q432475,Университет Кентербери,16444,,
http://www.wikidata.org/entity/Q432475,Университет Кентербери,17299,,
http://www.wikidata.org/entity/Q432475,Университет Кентербери,18783,,
http://www.wikidata.org/entity/Q573954,Лимерикский университет,17000,,
http://www.wikidata.org/entity/Q574586,Murray State University,7286,,
http://www.wikidata.org/entity/Q574586,Murray State University,9449,,
http://www.wikidata.org/entity/Q450587,Alzahra University,9962,,
http://www.wikidata.org/entity/Q149990,Рочестерский университет,10778,,
http://www.wikidata.org/entity/Q149990,Рочестерский университет,11741,,
http://www.wikidata.org/entity/Q452406,Университет Касертарта,68099,,
http://www.wikidata.org/entity/Q458666,Ясский технический университет имени Герге Асаки,14050,,
http://www.wikidata.org/entity/Q458666,Ясский технический университет имени Герге Асаки,13155,,
http://www.wikidata.org/entity/Q458666,Ясский технический университет имени Герге Асаки,13185,,
http://www.wikidata.org/entity/Q458666,Ясский технический университет имени Герге Асаки,13269,,
http://www.wikidata.org/entity/Q458666,Ясский технический университет имени Герге Асаки,13393,,
http://www.wikidata.org/entity/Q461033,Guizhou University,45000,,
http://www.wikidata.org/entity/Q462576,Nagoya City University,4685,,
http://www.wikidata.org/entity/Q462588,Kansai Gaidai University,10116,,
http://www.wikidata.org/entity/Q467164,Американский университет Армении,440,,
http://www.wikidata.org/entity/Q4200627,Университет Дипонегоро,38503,,
http://www.wikidata.org/entity/Q4203305,Иркутский государственный медицинский университет,5000,,
http://www.wikidata.org/entity/Q4206599,Кабардино-Балкарский государственный университет имени Х. М. Бербекова,18000,,
http://www.wikidata.org/entity/Q4208086,Казахский агротехнический университет имени Сакена Сейфуллина,10000,,
http://www.wikidata.org/entity/Q4208090,Университет КАЗГЮУ,4000,,
http://www.wikidata.org/entity/Q4213691,Карагандинский государственный технический университет,12000,,
http://www.wikidata.org/entity/Q4220217,Киевский медицинский университет,3500,,
http://www.wikidata.org/entity/Q4220223,Киевский национальный университет культуры и искусств,25000,,
http://www.wikidata.org/entity/Q4220226,"Киевский национальный университет театра, кино и телевидения имени И. К. Карпенко-Карого",1421,,
http://www.wikidata.org/entity/Q4223086,Классический приватный университет,10000,,
http://www.wikidata.org/entity/Q4243514,Кубанский государственный университет,29000,,
