university,universityLabel,countryLabel,cityLabel,foundingYear
http://www.wikidata.org/entity/Q5679783,University of Baeza,Испания,,1538-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5688277,Hazi A.K. Khan College,Индия,,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5698182,Hefei Normal University,Китай,,1955-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5765247,Himeji Dokkyo University,Япония,,1881-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5698562,Heian Jogakuin University,Япония,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5738412,Herguan University,США,,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5771242,Hiroshima Institute of Technology,Япония,,1961-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5695508,Hebei University of Engineering,Китай,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5701008,Heisei International University,Япония,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5838703,José María Córdova Military Academy,Колумбия,,1907-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5698213,Hefei University of Technology,Китай,,1945-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5676565,Гарвардская Зубоврачебная Школа,США,,1867-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5839556,Universidad Católica Sedes Sapientiae,Перу,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5839556,Universidad Católica Sedes Sapientiae,Перу,,1998-05-31T00:00:00Z
http://www.wikidata.org/entity/Q5698189,Hefei University,Китай,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5704726,Medical University of Ilam,Иран,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5821478,El Colegio de Sonora,Мексика,,1982-01-28T00:00:00Z
http://www.wikidata.org/entity/Q5792136,Universidad Católica Santo Toribio de Mogrovejo,Перу,,1996-03-23T00:00:00Z
http://www.wikidata.org/entity/Q5758072,Higher Education Army Institute,Аргентина,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5754120,Higashiosaka College,Япония,,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5684692,Hawassa University,Эфиопия,Ауаса,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5814528,Федеральный университет Висозы,Бразилия,,1922-03-30T00:00:00Z
http://www.wikidata.org/entity/Q5704726,Medical University of Ilam,Иран,,1995-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5845222,Universidad Nacional de Huancavelica,Перу,,1990-06-20T00:00:00Z
http://www.wikidata.org/entity/Q5784190,National University of Music,Перу,,1908-05-09T00:00:00Z
http://www.wikidata.org/entity/Q5710144,Lorestan University of Medical Sciences,Иран,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5738583,Heriot-Watt University Dubai,Объединённые Арабские Эмираты,,1821-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5685151,"Amirkabir University of Technology, Mahshahr branch",Иран,,
http://www.wikidata.org/entity/Q5694662,"Amirkabir University of Technology, Bandar Abbas branch",Иран,,
http://www.wikidata.org/entity/Q5695497,Hebei Normal University of Science and Technology,Китай,,
http://www.wikidata.org/entity/Q5695501,Hebei Polytechnic University,Китай,,
http://www.wikidata.org/entity/Q5708811,"Islamic Azad University, Torbat Jam branch",Иран,,
http://www.wikidata.org/entity/Q5761531,Q5761531,Гватемала,,1970-12-05T00:00:00Z
http://www.wikidata.org/entity/Q7148347,Patten University,США,,1944-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7119644,PLM Emeritus College,Филиппины,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7119645,PLM Graduate School of Law,Филиппины,,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7193772,Pilar College,Филиппины,,1894-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7200168,Иезуитский колледж,Албания,,1877-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7145223,Patrasayer Mahavidyalaya,Индия,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7178629,Petra Christian University,Индонезия,,1961-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7185942,Phillips University,США,,1906-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7178947,Petroleum Institute,Объединённые Арабские Эмираты,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7125595,Pakistan Institute of Fashion and Design,Пакистан,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7182844,Philadelphia University,Иордания,Амман,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7111021,Университет Пресвятой Девы Озёрной,США,Сан-Антонио,1895-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7199301,Pittsburgh Institute of Aeronautics,США,,1929-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7129045,Pamantasan ng Lungsod ng Muntinlupa,Филиппины,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7121812,Pabna Textile Engineering College,Бангладеш,,1915-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7130912,Pangasinan State University—Urdaneta,Филиппины,,1979-07-01T00:00:00Z
http://www.wikidata.org/entity/Q7122600,Pacific Oaks College,США,,1958-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7148000,Patriot Bible University,США,Дел-Норт,1979-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7145115,Bihar Engineering University,Индия,,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7127976,Palm Beach Atlantic University,США,,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7129041,Pamantasan ng Cabuyao,Филиппины,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7129048,Pamantasan ng Montalban,Филиппины,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7129039,Pamantasan ng Lungsod ng Marikina,Филиппины,,2003-06-06T00:00:00Z
http://www.wikidata.org/entity/Q7117021,P.K.R. Arts College for Women,Индия,,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7118136,PALM Center,США,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7126068,Paktia University,Афганистан,Гардез,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7125652,Pakistan Navy Engineering College,Пакистан,Карачи,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7158031,Pearl Academy of Fashion,Индия,,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7122600,Pacific Oaks College,США,,1945-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7205783,Arts University Plymouth,Великобритания,,1856-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7116994,P.E.S. Institute of Medical Sciences and Research,Индия,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7203590,Plaza College,США,,1916-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7163484,Pennoni Honors College,США,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7120647,PSG Institute of Management Coimbatore,Индия,,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7164705,Pensacola State College,США,,1948-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7118731,PCiT institute of IT and Management,Индия,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7165115,Pentecostal Collegiate Institute,США,,1900-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7118040,PACE Ultra Modern PU College,Индия,,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7139349,Paro College of Education,Бутан,,1978-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7122755,Pacific University Health Professions Campus,США,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7158161,Pearl School of Business,Индия,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7161056,Peking University Founder Technology College,Китай,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7162377,Pendekanti Law College,Индия,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7141388,Parwan University,Афганистан,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7130344,Panchmura Mahavidyalaya,Индия,,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7168983,Periyar Maniammai Institute of Science and Technology,Индия,,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7122279,Pacific Adventist University,Папуа — Новая Гвинея,,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7130666,Pandit Ravishankar Shukla University,Индия,,1964-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7194466,Pilot University of Colombia,Колумбия,,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7110944,Our Lady of Perpetual Succor College,,,1978-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7179790,Pfeiffer University at Charlotte,США,Шарлотт,
http://www.wikidata.org/entity/Q7168984,Periyar University,Индия,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7202223,Plateau State University,Нигерия,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7161124,Universidade de Passo Fundo,Бразилия,,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7199302,Pittsburgh Institute of Mortuary Science,США,,
http://www.wikidata.org/entity/Q7130667,Pandit Raghunath Murmu Smriti Mahavidyalaya,Индия,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7168983,Periyar Maniammai Institute of Science and Technology,Индия,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7130368,Panchthupi Haripada Gouribala College,Индия,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7131380,Pannalal Girdharlal Dayanand Anglo Vedic College,Индия,,1957-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7131449,Panola College,США,,1947-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7122502,Pacific Institute of Culinary Arts,Канада,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7198162,Pisa University System,Италия,,
http://www.wikidata.org/entity/Q7140556,Partido State University,Филиппины,,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7130531,Pandaveswar College,Индия,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7111014,Our Lady of the Holy Rosary School,Филиппины,,
http://www.wikidata.org/entity/Q7120606,PSB Academy,Сингапур,,1964-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7205857,Plymouth State University,США,,1871-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7110859,Our Lady of Lourdes College Foundation,Филиппины,,1977-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7138388,Parker University,США,,1982-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7180812,Pharmacy Council of Pakistan,Пакистан,Исламабад,1967-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7157187,Pea Ridge Masonic College,США,,1874-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7185275,Philippine Women's University – School of Fine Arts and Design,Филиппины,,1919-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7178958,Petroleum University of Technology,Иран,,1939-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7180855,Pharos University in Alexandria,Египет,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7205798,Plymouth Devon International College,Великобритания,,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7185023,Philippine College of Health Sciences,Филиппины,Манила,1993-02-01T00:00:00Z
http://www.wikidata.org/entity/Q7120546,Государственный колледж Питхапур Раджа,Индия,,1884-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7133170,Papua New Guinea University of Natural Resources and Environment,Папуа — Новая Гвинея,,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7110916,Our Lady of Mount Carmel Learning Center,Филиппины,,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7110759,"Our Lady of Assumption College, Santa Rosa",Филиппины,,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7145255,Patriarch Athenagoras Orthodox Institute,США,,1981-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7120996,PTPL College,Малайзия,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7126071,Paku Karen Baptist Association,Мьянма,,1856-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7125592,Pakistan Institute of Engineering and Applied Sciences,Пакистан,,1967-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7129540,Pan Africa Christian University,Кения,,1978-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7162219,Penang Free School,Малайзия,,1816-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7192377,Hong Kong College of Technology,Китай,,1957-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7195772,Pingdingshan University,Китай,,1977-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7120548,PR School,Грузия,,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7195788,Pingla Thana Mahavidyalaya,Индия,,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7125593,Pakistan Institute of Development Economics,Пакистан,,1957-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7148468,Patterson School of Diplomacy and International Commerce,США,,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7191542,Piedmont University,США,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7110893,Our Lady of Mercy College – Bacolod,Филиппины,,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7129540,Pan Africa Christian University,Кения,,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7119646,PLM College of Law,Филиппины,,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7205171,Пловдивский университет,Болгария,Пловдив,1961-09-15T00:00:00Z
http://www.wikidata.org/entity/Q7119742,PMI Colleges,Филиппины,,1948-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7114753,Owensboro Community and Technical College,США,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7129320,Pamir University,Афганистан,,2011-04-24T00:00:00Z
http://www.wikidata.org/entity/Q1628728,Санкт-Петербургский государственный архитектурно-строительный университет,Россия,Санкт-Петербург,1832-05-21T00:00:00Z
http://www.wikidata.org/entity/Q1622094,Dali University,Китай,,1978-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1641504,Университет Палермо,Италия,,1806-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1584919,Souphanouvong University,Лаос,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1622235,Чжэцзянский научно-технический университет,Китай,,1980-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1588869,Университет Лубумбаши,Демократическая Республика Конго,Лубумбаши,1955-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1632525,Неаполитанский Восточный университет,Италия,,1732-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1576899,Universiti Teknologi MARA,Малайзия,,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1661325,Пенсильванский университет (Индиана),США,,1875-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1582272,Kyoto University of the Arts and Design,Япония,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1630703,Приштинский университет,Республика Косово,,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1665247,Tamaulipas Institute of Higher Education,Мексика,,1974-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1665241,Villahermosa Institute of Technology,Мексика,,1974-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1665247,Tamaulipas Institute of Higher Education,Мексика,,1974-05-06T00:00:00Z
http://www.wikidata.org/entity/Q1584919,Souphanouvong University,Лаос,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1665241,Villahermosa Institute of Technology,Мексика,,1974-09-12T00:00:00Z
http://www.wikidata.org/entity/Q1665240,Instituto Tecnológico de Hermosillo,Мексика,,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1640731,Каталонский политехнический университет,Испания,Барселона,1971-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1610024,Университет Хериота-Уатта,Великобритания,Эдинбург,1821-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1640726,Афинский политехнический университет,Греция,Афины,1837-01-12T00:00:00Z
http://www.wikidata.org/entity/Q1578569,University of Tuzla,Босния и Герцеговина,,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1640731,Каталонский политехнический университет,Испания,Манреса,1971-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1628751,Санкт-Петербургский государственный университет аэрокосмического приборостроения,Россия,Санкт-Петербург,1941-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1622134,Hebei North University,Китай,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1667019,International University of Management,Намибия,,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1654386,University Notre Dame of Haiti,Гаити,,1995-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1682329,Университет Таскиги,США,,1880-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1631204,Минский инновационный университет,Беларусь,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1571390,Арканзасский университет в Монтиселло,США,,1910-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1664127,Омский государственный университет имени Ф. М. Достоевского,Россия,Омск,1974-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1674548,Пекинский технологический университет,Китай,,1960-10-15T00:00:00Z
http://www.wikidata.org/entity/Q1622169,State University of Library Studies and Information Technologies,Болгария,,1950-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1573181,Гамбургский университет науки и политики,Германия,,1948-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1579397,Бандунгский технологический институт,Индонезия,,1957-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1671056,Бютцовский университет,Германия,,1760-10-04T00:00:00Z
http://www.wikidata.org/entity/Q1572147,Международная академия философии,Лихтенштейн,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1570483,Университет Свазиленда,Эсватини,,1964-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1604967,Университет Хендерсона,США,,1890-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1633799,Бакинский государственный университет,Азербайджан,Баку,1919-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1654084,Университет IMADEC,Австрия,Вена,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1642969,International Balkan University,Северная Македония,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1627659,Sripatum University,Таиланд,,1970-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1626754,ISM University of Management and Economics,Литва,Вильнюс,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1622220,University of Applied Sciences of the Grisons,Швейцария,,1963-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1667494,Международный университет LCC,Литва,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1658883,Белостокский государственный университет,Польша,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1628544,Балтийский государственный технический университет «ВОЕНМЕХ» имени Д.Ф. Устинова,Россия,Санкт-Петербург,1932-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1654102,Universidade Colinas de Boé,Гвинея-Бисау,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1668871,Liverpool Institute for Performing Arts,Великобритания,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1668871,Liverpool Institute for Performing Arts,Великобритания,,1996-08-01T00:00:00Z
http://www.wikidata.org/entity/Q1669453,St. Ambrose University,США,,1882-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1641740,Hyogo University,Япония,,1921-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1640731,Каталонский политехнический университет,Испания,Сант-Кугат-дель-Вальес,1971-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1640731,Каталонский политехнический университет,Испания,Тарраса,1971-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1590853,Дар аль-ильм,Египет,,
http://www.wikidata.org/entity/Q1642421,Philippine Normal University,Филиппины,,1901-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1614474,Волгоградский государственный социально-педагогический университет,Россия,Волгоград,1931-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1666906,CW Chu College,Гонконг,,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1640648,Университет Канберры,Австралия,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1579397,Бандунгский технологический институт,Индонезия,,1920-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1629024,Nara University of Education,Япония,,1949-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1584459,University of Technology,Ямайка,,1958-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1573634,Udayana University,Индонезия,,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1634624,Викрамашила,Индия,,
http://www.wikidata.org/entity/Q1627967,Ливерпульский университет имени Джона Мурса,Великобритания,Ливерпуль,1823-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1575044,Университет Висва Бхарати,Индия,,1921-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1643758,Центральный университет Эквадора,Эквадор,,1620-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1639978,Сучжоуский университет,Китай,,1900-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1640428,Сумгаитский государственный университет,Азербайджан,Сумгаит,1961-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1653099,IBM Almaden Research Center,США,,
http://www.wikidata.org/entity/Q1674115,Islamic Azad University of rafsanjan,Иран,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1629255,Великотырновский университет,Болгария,Велико-Тырново,1963-09-15T00:00:00Z
http://www.wikidata.org/entity/Q1602891,Meridian University College,Гана,,2004-12-01T00:00:00Z
http://www.wikidata.org/entity/Q1659467,Technische Hochschule Leuna-Merseburg,Германия,,
http://www.wikidata.org/entity/Q1631474,San Sebastián University,Чили,Сантьяго,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1678733,Университет Фри-Стейт,ЮАР,,1904-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1589630,Capital University of Economics and Business,Китай,,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1632007,Онтарийский колледж искусства и дизайна,Канада,,1876-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1591615,Hawaii Pacific University,США,,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1662211,Father Saturnino Urios University,Филиппины,,1901-10-21T00:00:00Z
http://www.wikidata.org/entity/Q1646874,Хельсинкский политехнический институт,Финляндия,,
http://www.wikidata.org/entity/Q1584721,International University of the Caribbean,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1624003,Seeburg Castle University,Австрия,,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1667496,Cyprus International University,Турецкая Республика Северного Кипра,Никосия,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1640428,Сумгаитский государственный университет,Азербайджан,Сумгаит,2000-06-13T00:00:00Z
http://www.wikidata.org/entity/Q1665233,Instituto Superior de Arte,Куба,,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1591654,Lake Superior State University,США,,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1630653,Huachiew Chalermprakiet University,Таиланд,,1941-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1582460,Университет Призрена,Республика Косово,Призрен,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1627503,London College of Fashion,Великобритания,,1967-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1627503,London College of Fashion,Великобритания,,1974-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1678185,Университет Нджамены,Чад,,1971-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1634051,Национальный университет Трухильо,Перу,,1824-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1640731,Каталонский политехнический университет,Испания,Виланова-и-ла-Желтру,1971-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1569421,Андский университет,Колумбия,Богота,1948-11-16T00:00:00Z
http://www.wikidata.org/entity/Q1672093,Ионический университет,Греция,,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1667496,Cyprus International University,Кипр,Никосия,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1628690,Санкт-Петербургский государственный аграрный университет,Россия,,1904-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1583390,Университет Феликса Уфуэ-Буаньи,Кот-д’Ивуар,Абиджан,1959-09-11T00:00:00Z
http://www.wikidata.org/entity/Q1638914,Университет Банги,Центральноафриканская Республика,,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4533671,Юго-Западный государственный университет,Россия,Курск,1964-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4578297,Университет Святого Иоанна,Китай,,1879-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4583570,Department of Information Studies,Дания,,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4506012,Иорданский университет аз-Зайтуна,Иордания,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4476757,Уральский государственный университет физической культуры,Россия,,1970-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4496315,Харьковский институт труда,СССР,,1921-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4507421,Чарльстонский колледж,США,,1770-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4671423,"Academy of Arts, Belgrade",Сербия,Белград,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4653605,ARCHIP,Чехия,Прага,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4661412,Aalto University School of Engineering,Финляндия,,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4504755,University of the Amazon,Бразилия,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4570883,Bayamón Central University,США,,1961-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4479336,Учебно-научный профессионально-педагогический институт,Украина,,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4513545,Национальный университет «Черниговский коллегиум» имени Т. Г. Шевченко,Украина,,1916-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4479221,Ухтинский государственный технический университет,Россия,,1958-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4570025,Grand Canyon University,США,,1949-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4614832,Bunkyo Gakuin University,Япония,,1924-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4569544,China Women's University,Китай,,1949-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4614484,Токийский политехнический университет,Япония,,1923-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4647420,A.T. Still University,США,Керксвилл,1892-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4570128,Shandong Normal University,Китай,,1950-10-01T00:00:00Z
http://www.wikidata.org/entity/Q4551367,Naval Justice School,США,,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4652368,ALHOSN University,Объединённые Арабские Эмираты,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4476709,Уральская государственная сельскохозяйственная академия,Россия,,1940-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4571885,Faulkner University,США,,1942-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4483854,Филиал «Взлёт» Московского авиационного института (государственного технического университета),,,
http://www.wikidata.org/entity/Q4496332,Харьковский национальный аграрный университет им. В. В. Докучаева,Российская империя,,1816-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4652221,AK Rowdies,,,
http://www.wikidata.org/entity/Q4538824,Ярославский государственный медицинский университет,Россия,Ярославль,1944-01-01T00:00:00Z
